,timestamp,plala(Download),plala(Upload),wakwak(Download),wakwak(Upload),asahi(Download),asahi(Upload),ocn(Download),ocn(Upload),sonet(Download),sonet(Upload),wakwak-ipoe(Download),wakwak-ipoe(Upload)
2022/7/23 12:00,2022/07/23T12:00:00,165,57,51,45,258,55,74,120,213,35,4,32
2022/7/23 12:05,2022/07/23T12:05:00,112,43,55,59,248,64,46,106,179,66,13,38
2022/7/23 12:10,2022/07/23T12:10:00,75,50,39,60,242,55,97,79,178,61,8,29
2022/7/23 12:15,2022/07/23T12:15:00,41,65,42,65,206,46,44,92,247,48,132,34
2022/7/23 12:20,2022/07/23T12:20:00,120,56,49,65,216,57,111,94,143,60,62,23
2022/7/23 12:25,2022/07/23T12:25:00,49,52,54,33,217,33,71,42,106,44,9,44
2022/7/23 12:30,2022/07/23T12:30:00,44,53,42,33,237,28,105,76,253,23,33,39
2022/7/23 12:35,2022/07/23T12:35:00,109,60,74,82,105,22,104,98,187,44,7,25
2022/7/23 12:40,2022/07/23T12:40:00,59,61,76,30,137,28,59,95,162,34,6,29
2022/7/23 12:45,2022/07/23T12:45:00,197,38,50,29,79,44,70,60,152,61,19,42
2022/7/23 12:50,2022/07/23T12:50:00,122,55,70,73,215,71,113,106,69,60,11,22
2022/7/23 12:55,2022/07/23T12:55:00,65,56,71,71,142,54,101,55,141,49,11,28
2022/7/23 13:00,2022/07/23T13:00:00,70,37,39,36,358,73,102,41,82,38,7,22
2022/7/23 13:05,2022/07/23T13:05:00,90,68,54,86,152,73,74,86,211,42,24,32
2022/7/23 13:10,2022/07/23T13:10:00,79,60,43,73,302,67,75,44,324,57,6,28
2022/7/23 13:15,2022/07/23T13:15:00,265,40,70,46,233,32,89,80,201,28,4,38
2022/7/23 13:20,2022/07/23T13:20:00,100,59,55,56,359,58,91,79,150,53,6,27
2022/7/23 13:25,2022/07/23T13:25:00,146,43,67,29,288,37,52,120,218,59,34,32
2022/7/23 13:30,2022/07/23T13:30:00,135,47,45,53,219,55,80,71,296,64,7,32
2022/7/23 13:35,2022/07/23T13:35:00,143,45,65,53,254,52,116,111,88,53,6,31
2022/7/23 13:40,2022/07/23T13:40:00,150,55,66,79,298,51,48,49,201,52,12,34
2022/7/23 13:45,2022/07/23T13:45:00,123,67,72,63,267,42,60,61,136,38,6,52
2022/7/23 13:50,2022/07/23T13:50:00,48,52,42,50,411,51,80,44,156,58,115,36
2022/7/23 13:55,2022/07/23T13:55:00,218,44,49,90,197,46,75,118,239,64,51,35
2022/7/23 14:00,2022/07/23T14:00:00,186,32,68,62,227,60,92,93,174,45,94,50
2022/7/23 14:05,2022/07/23T14:05:00,230,51,43,88,218,57,88,46,162,58,17,31
2022/7/23 14:10,2022/07/23T14:10:00,156,58,77,65,153,49,117,64,220,68,115,28
2022/7/23 14:15,2022/07/23T14:15:00,205,58,52,54,132,48,112,64,301,38,8,47
2022/7/23 14:20,2022/07/23T14:20:00,101,58,71,54,129,40,49,93,173,46,54,28
2022/7/23 14:25,2022/07/23T14:25:00,50,38,72,67,256,50,97,114,172,59,85,41
2022/7/23 14:30,2022/07/23T14:30:00,145,58,52,46,172,42,41,95,265,63,11,31
2022/7/23 14:35,2022/07/23T14:35:00,117,43,68,66,175,34,117,111,168,68,7,25
2022/7/23 14:40,2022/07/23T14:40:00,113,71,37,33,77,53,102,106,72,54,6,25
2022/7/23 14:45,2022/07/23T14:45:00,166,63,55,70,142,58,66,62,106,38,6,36
2022/7/23 14:50,2022/07/23T14:50:00,155,42,76,38,346,52,98,88,221,47,6,29
2022/7/23 14:55,2022/07/23T14:55:00,85,56,66,48,237,53,105,75,265,55,28,43
2022/7/23 15:00,2022/07/23T15:00:00,118,41,69,48,207,61,118,40,233,67,11,30
2022/7/23 15:05,2022/07/23T15:05:00,144,59,55,77,244,64,48,84,147,53,51,38
2022/7/23 15:10,2022/07/23T15:10:00,116,53,64,85,177,38,68,111,162,55,132,36
2022/7/23 15:15,2022/07/23T15:15:00,170,43,66,42,173,60,96,61,318,69,25,39
2022/7/23 15:20,2022/07/23T15:20:00,139,39,72,62,237,55,39,117,165,40,109,37
2022/7/23 15:25,2022/07/23T15:25:00,116,64,58,79,242,51,86,95,81,54,57,43
2022/7/23 15:30,2022/07/23T15:30:00,58,53,37,65,330,64,75,80,203,30,72,26
2022/7/23 15:35,2022/07/23T15:35:00,90,33,44,42,284,51,44,69,158,59,39,33
2022/7/23 15:40,2022/07/23T15:40:00,25,59,64,69,226,64,50,100,276,50,106,38
2022/7/23 15:45,2022/07/23T15:45:00,56,44,68,86,294,55,113,41,211,59,8,29
2022/7/23 15:50,2022/07/23T15:50:00,30,56,64,50,260,61,51,117,274,44,46,42
2022/7/23 15:55,2022/07/23T15:55:00,47,40,56,33,267,25,94,61,237,64,9,23
2022/7/23 16:00,2022/07/23T16:00:00,210,57,78,44,404,30,47,41,261,54,48,38
2022/7/23 16:05,2022/07/23T16:05:00,127,43,71,73,359,59,108,97,197,35,107,28
2022/7/23 16:10,2022/07/23T16:10:00,210,47,73,85,67,49,98,68,102,39,19,41
2022/7/23 16:15,2022/07/23T16:15:00,197,67,40,85,377,33,99,53,215,58,75,41
2022/7/23 16:20,2022/07/23T16:20:00,227,45,35,86,245,34,93,41,192,42,6,35
2022/7/23 16:25,2022/07/23T16:25:00,50,51,52,46,282,40,83,106,294,61,21,37
2022/7/23 16:30,2022/07/23T16:30:00,141,37,45,80,310,29,71,88,170,29,124,35
2022/7/23 16:35,2022/07/23T16:35:00,212,50,48,55,356,63,64,77,223,48,72,40
2022/7/23 16:40,2022/07/23T16:40:00,169,60,43,86,288,63,121,62,216,36,48,24
2022/7/23 16:45,2022/07/23T16:45:00,102,43,66,43,349,33,79,82,171,50,142,39
2022/7/23 16:50,2022/07/23T16:50:00,181,59,51,70,294,30,86,68,159,27,123,52
2022/7/23 16:55,2022/07/23T16:55:00,73,48,56,81,102,46,72,48,118,50,97,45
2022/7/23 17:00,2022/07/23T17:00:00,49,32,4,28,283,49,41,79,134,56,82,43
2022/7/23 17:05,2022/07/23T17:05:00,136,59,19,23,219,40,96,54,106,62,135,41
2022/7/23 17:10,2022/07/23T17:10:00,154,63,10,18,265,59,103,107,220,46,70,31
2022/7/23 17:15,2022/07/23T17:15:00,157,58,14,29,318,29,59,49,238,61,21,39
2022/7/23 17:20,2022/07/23T17:20:00,105,52,20,29,284,68,50,94,159,55,84,43
2022/7/23 17:25,2022/07/23T17:25:00,210,58,10,22,198,51,56,46,225,57,112,44
2022/7/23 17:30,2022/07/23T17:30:00,175,45,17,25,266,83,118,90,103,59,21,35
2022/7/23 17:35,2022/07/23T17:35:00,179,52,19,29,223,52,56,94,161,65,50,40
2022/7/23 17:40,2022/07/23T17:40:00,95,53,15,27,258,39,43,105,241,68,41,43
2022/7/23 17:45,2022/07/23T17:45:00,195,32,8,22,173,71,41,113,159,40,72,32
2022/7/23 17:50,2022/07/23T17:50:00,141,61,13,19,193,60,83,60,185,67,43,48
2022/7/23 17:55,2022/07/23T17:55:00,136,43,6,20,336,32,83,62,215,62,57,51
2022/7/23 18:00,2022/07/23T18:00:00,233,37,12,30,295,60,40,96,125,36,172,45
2022/7/23 18:05,2022/07/23T18:05:00,177,45,19,32,194,67,108,100,304,43,152,36
2022/7/23 18:10,2022/07/23T18:10:00,134,31,11,38,297,51,74,97,155,43,182,37
2022/7/23 18:15,2022/07/23T18:15:00,261,57,19,20,171,45,61,121,210,47,70,33
2022/7/23 18:20,2022/07/23T18:20:00,170,57,4,35,377,45,48,82,229,48,123,39
2022/7/23 18:25,2022/07/23T18:25:00,132,64,17,22,296,63,89,115,112,57,210,37
2022/7/23 18:30,2022/07/23T18:30:00,34,56,13,38,180,48,66,104,96,47,93,40
2022/7/23 18:35,2022/07/23T18:35:00,210,29,12,18,337,49,93,40,168,31,36,38
2022/7/23 18:40,2022/07/23T18:40:00,141,33,10,25,145,63,70,68,203,53,76,42
2022/7/23 18:45,2022/07/23T18:45:00,159,59,14,28,242,45,75,41,225,53,8,37
2022/7/23 18:50,2022/07/23T18:50:00,147,34,7,27,240,13,40,60,45,53,9,35
2022/7/23 18:55,2022/07/23T18:55:00,258,37,15,38,267,53,101,56,94,64,50,44
2022/7/23 19:00,2022/07/23T19:00:00,150,49,12,26,144,64,65,86,93,61,86,36
2022/7/23 19:05,2022/07/23T19:05:00,99,42,11,40,167,45,119,103,186,61,69,43
2022/7/23 19:10,2022/07/23T19:10:00,108,45,5,20,289,59,40,107,154,69,12,26
2022/7/23 19:15,2022/07/23T19:15:00,124,57,19,36,248,68,98,103,194,62,31,43
2022/7/23 19:20,2022/07/23T19:20:00,179,54,19,37,246,57,107,121,108,67,85,23
2022/7/23 19:25,2022/07/23T19:25:00,135,42,13,39,201,59,89,85,150,63,48,40
2022/7/23 19:30,2022/07/23T19:30:00,136,53,5,23,271,52,105,99,148,67,42,29
2022/7/23 19:35,2022/07/23T19:35:00,192,32,10,35,296,54,93,111,280,62,45,41
2022/7/23 19:40,2022/07/23T19:40:00,141,50,6,34,260,58,47,99,120,55,63,24
2022/7/23 19:45,2022/07/23T19:45:00,112,51,13,25,238,66,119,50,82,48,137,40
2022/7/23 19:50,2022/07/23T19:50:00,139,60,13,20,271,58,65,105,155,59,54,48
2022/7/23 19:55,2022/07/23T19:55:00,68,38,13,38,203,59,111,92,184,56,45,48
2022/7/23 20:00,2022/07/23T20:00:00,96,21,20,35,214,48,65,100,178,60,91,40
2022/7/23 20:05,2022/07/23T20:05:00,78,60,17,40,189,60,119,51,132,47,28,41
2022/7/23 20:10,2022/07/23T20:10:00,29,66,13,35,188,61,39,80,51,49,45,43
2022/7/23 20:15,2022/07/23T20:15:00,62,52,16,39,217,60,74,54,200,60,141,54
2022/7/23 20:20,2022/07/23T20:20:00,212,61,19,35,174,49,62,101,94,67,15,44
2022/7/23 20:25,2022/07/23T20:25:00,168,65,12,28,259,53,118,46,216,72,136,42
2022/7/23 20:30,2022/07/23T20:30:00,124,65,20,24,268,60,113,82,182,42,110,48
2022/7/23 20:35,2022/07/23T20:35:00,242,55,10,40,269,64,106,39,184,53,98,47
2022/7/23 20:40,2022/07/23T20:40:00,158,61,9,24,226,78,94,66,178,71,56,38
2022/7/23 20:45,2022/07/23T20:45:00,101,54,19,31,144,50,54,70,91,55,55,46
2022/7/23 20:50,2022/07/23T20:50:00,63,67,12,33,294,57,50,46,197,58,69,48
2022/7/23 20:55,2022/07/23T20:55:00,145,61,12,30,248,48,109,41,174,54,91,48
2022/7/23 21:00,2022/07/23T21:00:00,170,53,13,32,203,39,71,101,186,71,77,24
2022/7/23 21:05,2022/07/23T21:05:00,73,55,16,32,270,68,48,66,191,65,76,47
2022/7/23 21:10,2022/07/23T21:10:00,77,61,15,35,290,36,49,108,167,49,100,28
2022/7/23 21:15,2022/07/23T21:15:00,84,57,14,37,265,70,119,113,181,76,8,39
2022/7/23 21:20,2022/07/23T21:20:00,73,62,5,22,195,68,82,118,132,57,122,40
2022/7/23 21:25,2022/07/23T21:25:00,153,62,15,34,279,63,105,120,101,57,105,51
2022/7/23 21:30,2022/07/23T21:30:00,138,62,6,40,187,49,102,87,187,56,37,38
2022/7/23 21:35,2022/07/23T21:35:00,210,56,14,27,153,64,111,89,229,61,68,46
2022/7/23 21:40,2022/07/23T21:40:00,103,50,14,31,189,58,54,91,42,45,18,42
2022/7/23 21:45,2022/07/23T21:45:00,76,61,20,32,189,29,86,68,199,65,24,39
2022/7/23 21:50,2022/07/23T21:50:00,77,62,14,27,145,51,82,97,139,55,28,31
2022/7/23 21:55,2022/07/23T21:55:00,174,60,15,29,199,54,65,66,176,57,28,29
2022/7/23 22:00,2022/07/23T22:00:00,205,51,9,37,113,67,121,115,128,64,15,36
2022/7/23 22:05,2022/07/23T22:05:00,109,50,6,24,274,50,101,83,168,53,103,44
2022/7/23 22:10,2022/07/23T22:10:00,223,60,17,33,97,54,88,83,240,56,49,39
2022/7/23 22:15,2022/07/23T22:15:00,60,62,11,31,311,58,89,64,131,71,71,57
2022/7/23 22:20,2022/07/23T22:20:00,111,64,18,29,195,63,66,39,59,59,96,40
2022/7/23 22:25,2022/07/23T22:25:00,115,53,9,32,155,50,119,80,98,58,24,45
2022/7/23 22:30,2022/07/23T22:30:00,169,56,14,39,155,55,50,120,239,69,74,41
2022/7/23 22:35,2022/07/23T22:35:00,194,64,4,31,201,52,110,68,309,55,29,43
2022/7/23 22:40,2022/07/23T22:40:00,238,59,11,39,119,53,97,118,170,61,28,42
2022/7/23 22:45,2022/07/23T22:45:00,104,63,20,33,223,58,96,113,193,40,8,39
2022/7/23 22:50,2022/07/23T22:50:00,39,51,10,34,293,38,91,51,73,66,53,47
2022/7/23 22:55,2022/07/23T22:55:00,50,60,9,38,57,45,101,40,220,35,50,43
2022/7/23 23:00,2022/07/23T23:00:00,106,48,15,32,66,57,88,52,204,40,42,36
2022/7/23 23:05,2022/07/23T23:05:00,139,54,19,32,62,39,116,88,156,74,9,58
2022/7/23 23:10,2022/07/23T23:10:00,178,56,17,26,62,51,87,112,156,59,27,51
2022/7/23 23:15,2022/07/23T23:15:00,68,59,8,19,70,40,86,57,197,48,133,53
2022/7/23 23:20,2022/07/23T23:20:00,140,50,8,36,89,63,49,72,184,46,,
2022/7/23 23:25,2022/07/23T23:25:00,18,30,17,40,59,71,89,51,245,64,41,17
2022/7/23 23:30,2022/07/23T23:30:00,44,54,5,34,54,47,116,111,141,61,115,35
2022/7/23 23:35,2022/07/23T23:35:00,222,40,14,33,72,54,106,46,256,37,105,40
2022/7/23 23:40,2022/07/23T23:40:00,113,58,16,30,63,51,68,98,198,52,111,48
2022/7/23 23:45,2022/07/23T23:45:00,111,57,5,22,97,68,88,62,173,60,121,45
2022/7/23 23:50,2022/07/23T23:50:00,216,61,15,18,83,41,42,69,87,35,123,46
2022/7/23 23:55,2022/07/23T23:55:00,69,69,7,29,76,59,120,42,265,54,110,50
2022/7/24 0:00,2022/07/24T00:00:00,141,58,160,131,179,41,59,97,96,61,31,38
2022/7/24 0:05,2022/07/24T00:05:00,167,66,127,115,183,69,108,91,300,62,110,55
2022/7/24 0:10,2022/07/24T00:10:00,169,71,216,83,245,66,91,72,122,42,98,44
2022/7/24 0:15,2022/07/24T00:15:00,204,45,120,73,304,62,121,85,198,54,94,45
2022/7/24 0:20,2022/07/24T00:20:00,208,58,181,77,217,70,111,107,263,56,116,28
2022/7/24 0:25,2022/07/24T00:25:00,179,65,217,84,275,46,73,109,197,48,159,41
2022/7/24 0:30,2022/07/24T00:30:00,216,55,137,83,261,71,108,73,154,68,189,45
2022/7/24 0:35,2022/07/24T00:35:00,114,57,150,83,330,67,59,120,49,54,87,51
2022/7/24 0:40,2022/07/24T00:40:00,115,33,136,91,378,67,71,111,193,51,116,24
2022/7/24 0:45,2022/07/24T00:45:00,116,52,174,74,248,62,80,75,264,36,85,57
2022/7/24 0:50,2022/07/24T00:50:00,216,49,236,53,351,60,57,44,154,52,17,38
2022/7/24 0:55,2022/07/24T00:55:00,328,52,228,90,63,61,117,83,259,52,164,44
2022/7/24 1:00,2022/07/24T01:00:00,39,58,120,74,347,57,106,102,51,51,163,52
2022/7/24 1:05,2022/07/24T01:05:00,147,56,213,114,211,54,72,79,138,52,164,51
2022/7/24 1:10,2022/07/24T01:10:00,173,48,120,41,244,61,115,74,172,32,164,39
2022/7/24 1:15,2022/07/24T01:15:00,199,46,204,129,354,39,70,108,105,41,249,41
2022/7/24 1:20,2022/07/24T01:20:00,118,67,151,138,403,70,119,97,117,28,233,39
2022/7/24 1:25,2022/07/24T01:25:00,196,53,186,85,304,18,40,91,164,58,176,50
2022/7/24 1:30,2022/07/24T01:30:00,159,50,122,133,404,63,54,80,288,72,254,28
2022/7/24 1:35,2022/07/24T01:35:00,244,43,191,73,225,39,90,90,261,56,242,49
2022/7/24 1:40,2022/07/24T01:40:00,203,65,139,39,403,60,50,49,209,66,169,51
2022/7/24 1:45,2022/07/24T01:45:00,190,52,191,81,385,64,67,80,43,30,210,39
2022/7/24 1:50,2022/07/24T01:50:00,307,62,123,108,291,62,39,74,311,47,321,46
2022/7/24 1:55,2022/07/24T01:55:00,143,56,190,49,370,73,78,60,264,51,194,41
2022/7/24 2:00,2022/07/24T02:00:00,153,55,162,58,279,49,66,43,271,37,236,37
2022/7/24 2:05,2022/07/24T02:05:00,172,55,137,66,327,60,76,61,204,22,180,50
2022/7/24 2:10,2022/07/24T02:10:00,209,48,136,72,148,30,67,40,202,53,347,45
2022/7/24 2:15,2022/07/24T02:15:00,194,54,176,138,178,60,92,39,189,53,274,51
2022/7/24 2:20,2022/07/24T02:20:00,187,52,125,108,338,63,94,109,193,25,211,46
2022/7/24 2:25,2022/07/24T02:25:00,128,62,238,83,269,58,71,77,276,52,315,45
2022/7/24 2:30,2022/07/24T02:30:00,103,45,240,67,385,46,49,79,152,54,333,43
2022/7/24 2:35,2022/07/24T02:35:00,264,62,180,99,269,65,107,104,156,55,188,36
2022/7/24 2:40,2022/07/24T02:40:00,187,62,195,80,497,65,111,101,224,49,212,48
2022/7/24 2:45,2022/07/24T02:45:00,231,59,116,56,213,43,105,86,275,44,298,48
2022/7/24 2:50,2022/07/24T02:50:00,99,56,195,54,107,36,117,39,184,53,265,39
2022/7/24 2:55,2022/07/24T02:55:00,258,48,144,132,91,61,117,120,208,37,276,41
2022/7/24 3:00,2022/07/24T03:00:00,208,56,234,134,234,46,73,102,164,68,267,41
2022/7/24 3:05,2022/07/24T03:05:00,243,52,122,44,245,55,105,119,242,56,294,32
2022/7/24 3:10,2022/07/24T03:10:00,79,56,153,46,265,57,50,121,145,62,205,36
2022/7/24 3:15,2022/07/24T03:15:00,274,57,177,89,88,41,94,64,300,39,247,34
2022/7/24 3:20,2022/07/24T03:20:00,175,47,159,84,95,74,113,79,168,56,307,37
2022/7/24 3:25,2022/07/24T03:25:00,141,41,121,123,185,59,70,53,270,33,340,36
2022/7/24 3:30,2022/07/24T03:30:00,274,39,185,131,102,71,83,48,246,51,419,24
2022/7/24 3:35,2022/07/24T03:35:00,152,33,122,98,155,55,72,72,340,27,389,39
2022/7/24 3:40,2022/07/24T03:40:00,154,56,172,100,233,75,77,103,289,51,393,54
2022/7/24 3:45,2022/07/24T03:45:00,154,32,177,131,175,73,48,89,361,61,410,25
2022/7/24 3:50,2022/07/24T03:50:00,158,66,178,118,321,58,118,111,236,57,385,42
2022/7/24 3:55,2022/07/24T03:55:00,36,46,236,54,497,15,83,52,266,60,313,49
2022/7/24 4:00,2022/07/24T04:00:00,214,68,208,103,394,60,119,49,229,62,307,43
2022/7/24 4:05,2022/07/24T04:05:00,220,39,143,124,470,58,102,73,266,52,416,55
2022/7/24 4:10,2022/07/24T04:10:00,299,60,183,128,240,63,80,39,160,50,330,33
2022/7/24 4:15,2022/07/24T04:15:00,174,59,222,133,460,63,56,116,174,51,234,37
2022/7/24 4:20,2022/07/24T04:20:00,110,69,219,125,476,65,45,93,168,74,213,44
2022/7/24 4:25,2022/07/24T04:25:00,196,50,156,115,179,68,73,67,271,70,117,43
2022/7/24 4:30,2022/07/24T04:30:00,167,54,191,43,353,63,100,114,182,75,326,40
2022/7/24 4:35,2022/07/24T04:35:00,250,54,205,60,354,69,112,70,181,65,293,42
2022/7/24 4:40,2022/07/24T04:40:00,287,48,238,76,186,50,103,114,242,60,369,38
2022/7/24 4:45,2022/07/24T04:45:00,180,59,168,105,341,63,76,63,251,68,281,45
2022/7/24 4:50,2022/07/24T04:50:00,100,55,187,125,337,65,50,38,176,66,346,40
2022/7/24 4:55,2022/07/24T04:55:00,140,57,197,116,406,66,44,102,177,70,165,41
2022/7/24 5:00,2022/07/24T05:00:00,282,48,121,122,230,55,53,61,119,60,409,53
2022/7/24 5:05,2022/07/24T05:05:00,186,69,155,83,249,22,63,44,261,62,222,40
2022/7/24 5:10,2022/07/24T05:10:00,66,56,234,83,220,60,87,40,220,52,194,37
2022/7/24 5:15,2022/07/24T05:15:00,132,53,242,76,158,71,40,56,193,69,287,43
2022/7/24 5:20,2022/07/24T05:20:00,131,60,215,100,260,35,78,83,213,47,339,32
2022/7/24 5:25,2022/07/24T05:25:00,232,59,213,104,224,74,70,73,288,63,87,50
2022/7/24 5:30,2022/07/24T05:30:00,164,30,198,94,243,40,50,53,308,63,193,14
2022/7/24 5:35,2022/07/24T05:35:00,97,46,213,87,205,56,40,112,206,54,284,49
2022/7/24 5:40,2022/07/24T05:40:00,148,55,177,72,251,66,97,111,354,68,266,38
2022/7/24 5:45,2022/07/24T05:45:00,91,39,171,100,165,63,83,39,358,64,262,41
2022/7/24 5:50,2022/07/24T05:50:00,143,64,185,114,203,63,51,75,136,41,195,39
2022/7/24 5:55,2022/07/24T05:55:00,232,45,235,111,274,62,111,68,182,61,262,44
2022/7/24 6:00,2022/07/24T06:00:00,178,36,200,137,258,53,59,39,186,32,239,27
2022/7/24 6:05,2022/07/24T06:05:00,189,55,163,105,347,74,80,49,198,59,142,38
2022/7/24 6:10,2022/07/24T06:10:00,109,70,160,107,173,48,99,102,153,54,382,43
2022/7/24 6:15,2022/07/24T06:15:00,86,61,233,77,193,58,90,92,183,61,261,46
2022/7/24 6:20,2022/07/24T06:20:00,57,68,227,100,304,50,115,38,208,52,135,46
2022/7/24 6:25,2022/07/24T06:25:00,188,67,239,112,157,55,69,108,103,55,163,45
2022/7/24 6:30,2022/07/24T06:30:00,124,63,185,76,215,65,119,75,125,37,214,40
2022/7/24 6:35,2022/07/24T06:35:00,353,51,162,110,220,19,51,89,204,47,135,47
2022/7/24 6:40,2022/07/24T06:40:00,337,58,205,84,168,52,59,76,232,53,249,57
2022/7/24 6:45,2022/07/24T06:45:00,177,54,163,106,203,66,61,69,170,54,210,46
2022/7/24 6:50,2022/07/24T06:50:00,37,54,164,48,87,61,68,112,226,58,51,45
2022/7/24 6:55,2022/07/24T06:55:00,115,53,142,50,169,27,62,39,127,66,157,43
2022/7/24 7:00,2022/07/24T07:00:00,60,58,118,82,196,60,69,80,181,49,108,41
2022/7/24 7:05,2022/07/24T07:05:00,182,55,189,120,153,66,94,51,48,58,69,41
2022/7/24 7:10,2022/07/24T07:10:00,258,57,164,47,144,57,42,58,274,36,139,45
2022/7/24 7:15,2022/07/24T07:15:00,219,59,205,108,286,60,40,40,200,56,64,40
2022/7/24 7:20,2022/07/24T07:20:00,147,71,170,138,284,28,83,52,201,47,188,37
2022/7/24 7:25,2022/07/24T07:25:00,191,63,166,95,293,64,94,70,218,63,90,51
2022/7/24 7:30,2022/07/24T07:30:00,178,39,203,43,196,65,48,106,157,33,287,46
2022/7/24 7:35,2022/07/24T07:35:00,103,62,118,125,176,62,99,66,261,63,292,40
2022/7/24 7:40,2022/07/24T07:40:00,172,51,155,73,167,54,82,93,140,59,228,41
2022/7/24 7:45,2022/07/24T07:45:00,187,48,214,94,265,49,40,75,117,50,366,50
2022/7/24 7:50,2022/07/24T07:50:00,248,60,177,123,159,52,99,43,165,54,138,42
2022/7/24 7:55,2022/07/24T07:55:00,185,53,51,79,256,55,78,79,266,68,367,41
2022/7/24 8:00,2022/07/24T08:00:00,157,50,73,90,298,71,60,84,294,66,190,57
2022/7/24 8:05,2022/07/24T08:05:00,178,58,53,68,376,59,71,62,100,62,168,48
2022/7/24 8:10,2022/07/24T08:10:00,223,52,68,47,414,58,45,84,182,63,292,37
2022/7/24 8:15,2022/07/24T08:15:00,199,60,64,93,434,63,56,43,165,65,212,46
2022/7/24 8:20,2022/07/24T08:20:00,84,64,55,83,175,47,75,59,185,55,248,40
2022/7/24 8:25,2022/07/24T08:25:00,80,54,65,106,200,50,121,120,73,61,149,47
2022/7/24 8:30,2022/07/24T08:30:00,107,57,97,72,111,59,110,46,77,62,191,55
2022/7/24 8:35,2022/07/24T08:35:00,62,44,77,69,101,67,84,57,115,64,269,40
2022/7/24 8:40,2022/07/24T08:40:00,261,55,78,77,118,39,98,109,193,73,299,46
2022/7/24 8:45,2022/07/24T08:45:00,136,52,86,47,200,50,101,120,134,63,319,46
2022/7/24 8:50,2022/07/24T08:50:00,178,68,45,66,258,56,107,50,142,61,277,47
2022/7/24 8:55,2022/07/24T08:55:00,102,53,76,91,122,68,64,44,167,59,70,50
2022/7/24 9:00,2022/07/24T09:00:00,158,60,73,43,250,45,111,67,244,61,36,54
2022/7/24 9:05,2022/07/24T09:05:00,60,55,90,46,93,56,53,109,85,62,28,43
2022/7/24 9:10,2022/07/24T09:10:00,108,52,87,93,192,45,61,56,218,63,79,43
2022/7/24 9:15,2022/07/24T09:15:00,155,54,56,103,118,65,110,60,149,49,14,30
2022/7/24 9:20,2022/07/24T09:20:00,240,52,101,56,245,46,104,103,134,56,9,47
2022/7/24 9:25,2022/07/24T09:25:00,125,42,64,31,213,62,103,110,140,62,52,38
2022/7/24 9:30,2022/07/24T09:30:00,124,69,52,75,137,53,72,88,151,64,21,43
2022/7/24 9:35,2022/07/24T09:35:00,80,68,66,48,60,73,67,40,252,72,18,33
2022/7/24 9:40,2022/07/24T09:40:00,172,56,77,43,248,64,59,104,107,71,10,34
2022/7/24 9:45,2022/07/24T09:45:00,78,55,67,49,237,37,105,85,208,80,21,42
2022/7/24 9:50,2022/07/24T09:50:00,119,60,68,44,83,57,67,72,99,46,14,39
2022/7/24 9:55,2022/07/24T09:55:00,65,67,51,86,116,66,40,82,112,54,23,25
2022/7/24 10:00,2022/07/24T10:00:00,215,42,44,56,310,61,69,119,131,70,59,47
2022/7/24 10:05,2022/07/24T10:05:00,158,63,78,39,283,70,77,68,205,65,92,44
2022/7/24 10:10,2022/07/24T10:10:00,124,66,54,89,258,63,52,43,242,68,88,47
2022/7/24 10:15,2022/07/24T10:15:00,63,62,74,61,178,44,108,97,162,50,102,35
2022/7/24 10:20,2022/07/24T10:20:00,120,55,78,37,105,46,110,105,214,56,143,45
2022/7/24 10:25,2022/07/24T10:25:00,186,57,35,85,284,53,40,58,42,59,139,43
2022/7/24 10:30,2022/07/24T10:30:00,84,72,74,32,316,60,40,104,112,56,71,32
2022/7/24 10:35,2022/07/24T10:35:00,131,55,52,61,50,44,75,119,78,57,31,52
2022/7/24 10:40,2022/07/24T10:40:00,111,66,60,46,55,76,46,41,112,64,171,47
2022/7/24 10:45,2022/07/24T10:45:00,62,52,59,65,87,73,97,70,125,45,81,60
2022/7/24 10:50,2022/07/24T10:50:00,104,63,56,78,98,53,63,90,157,52,161,52
2022/7/24 10:55,2022/07/24T10:55:00,39,57,44,82,44,63,83,63,140,49,198,44
2022/7/24 11:00,2022/07/24T11:00:00,204,57,53,72,159,63,107,101,194,45,106,32
2022/7/24 11:05,2022/07/24T11:05:00,108,55,70,53,148,70,72,50,148,65,43,41
2022/7/24 11:10,2022/07/24T11:10:00,146,58,48,79,161,62,55,117,247,51,128,50
2022/7/24 11:15,2022/07/24T11:15:00,109,68,56,30,297,55,55,49,42,47,96,51
2022/7/24 11:20,2022/07/24T11:20:00,92,61,64,51,147,54,119,110,191,57,72,46
2022/7/24 11:25,2022/07/24T11:25:00,80,72,72,31,301,68,118,42,171,61,65,37
2022/7/24 11:30,2022/07/24T11:30:00,107,48,69,87,326,33,90,121,180,68,126,52
2022/7/24 11:35,2022/07/24T11:35:00,112,52,49,71,211,57,51,120,198,62,105,36
2022/7/24 11:40,2022/07/24T11:40:00,147,54,67,51,213,64,59,73,100,71,99,48
2022/7/24 11:45,2022/07/24T11:45:00,162,41,46,54,118,72,62,40,158,55,85,50
2022/7/24 11:50,2022/07/24T11:50:00,67,65,76,33,153,60,112,54,118,60,102,53
2022/7/24 11:55,2022/07/24T11:55:00,81,65,60,40,153,66,57,91,208,35,156,42
2022/7/24 12:00,2022/07/24T12:00:00,82,47,64,41,211,45,49,52,238,60,42,43
